Latitude,Longitude,Elevation
43.24381000,-79.9773800,143.0
43.24383000,-79.9774200,143.0
43.24385000,-79.9774500,143.0
43.24388000,-79.9774800,143.0
43.24390000,-79.9775000,142.0
43.24393000,-79.9775200,142.0
43.24397000,-79.9775500,142.0
43.24400000,-79.9775600,142.0
43.24404000,-79.9775600,142.0
43.24407000,-79.9775600,142.0
43.24410000,-79.9775700,142.0
43.24412000,-79.9775800,142.0
43.24416000,-79.9776100,141.0
43.24419000,-79.9776400,141.0
43.24420000,-79.9776700,141.0
43.24422000,-79.9777100,140.0
43.24424000,-79.9777500,139.0
43.24426000,-79.9777200,140.0
43.24429000,-79.9777100,140.0
43.24431000,-79.9777400,139.0
43.24432000,-79.9777800,139.0
43.24432000,-79.9778200,138.0
43.24433000,-79.9778700,138.0
43.24434000,-79.9779100,137.0
43.24437000,-79.9779300,137.0
43.24441000,-79.9779400,136.0
43.24443000,-79.9779600,136.0
43.24447000,-79.9779700,136.0
43.24450000,-79.9779600,135.0
43.24454000,-79.9779600,135.0
43.24459000,-79.9779500,135.0
43.24463000,-79.9779500,134.0
43.24466000,-79.9779500,134.0
43.24469000,-79.9779600,134.0
43.24472000,-79.9779900,133.0
43.24475000,-79.9780000,133.0
43.24479000,-79.9780000,132.0
43.24482000,-79.9780000,132.0
43.24485000,-79.9780000,131.0
43.24489000,-79.9780000,131.0
43.24493000,-79.9780000,131.0
43.24496000,-79.9779900,130.0
43.24500000,-79.9779800,130.0
43.24503000,-79.9779700,130.0
43.24507000,-79.9779500,129.0
43.24510000,-79.9779400,129.0
43.24513000,-79.9779300,129.0
43.24516000,-79.9779200,129.0
43.24520000,-79.9779000,129.0
43.24524000,-79.9778900,128.0
43.24527000,-79.9778900,128.0
43.24530000,-79.9779000,128.0
43.24533000,-79.9779000,128.0
43.24535000,-79.9779000,129.0
43.24539000,-79.9779100,129.0
43.24541000,-79.9779200,129.0
43.24544000,-79.9779300,130.0
43.24547000,-79.9779500,130.0
43.24549000,-79.9779700,131.0
43.24553000,-79.9779800,131.0
43.24556000,-79.9779900,132.0
43.24560000,-79.9780200,133.0
43.24563000,-79.9780300,134.0
43.24566000,-79.9780500,134.0
43.24569000,-79.9780700,135.0
43.24572000,-79.9780900,136.0
43.24576000,-79.9781100,137.0
43.24578000,-79.9781200,138.0
43.24581000,-79.9781300,138.0
43.24584000,-79.9781300,139.0
43.24587000,-79.9781100,139.0
43.24591000,-79.9781000,139.0
43.24593000,-79.9780700,139.0
43.24597000,-79.9780500,139.0
43.24600000,-79.9780300,140.0
43.24603000,-79.9780200,140.0
43.24607000,-79.9780000,140.0
43.24610000,-79.9779800,141.0
43.24612000,-79.9779700,141.0
43.24615000,-79.9779500,141.0
43.24618000,-79.9779300,141.0
43.24621000,-79.9779200,142.0
43.24625000,-79.9779100,142.0
43.24629000,-79.9778900,142.0
43.24632000,-79.9778700,142.0
43.24635000,-79.9778800,143.0
43.24637000,-79.9779200,143.0
43.24640000,-79.9779400,144.0
43.24644000,-79.9779700,144.0
43.24646000,-79.9779900,144.0
43.24648000,-79.9780300,144.0
43.24649000,-79.9780700,145.0
43.24650000,-79.9781100,145.0
43.24650000,-79.9781600,145.0
43.24651000,-79.9782100,146.0
43.24652000,-79.9782600,146.0
43.24654000,-79.9782900,146.0
43.24655000,-79.9783300,147.0
43.24656000,-79.9783800,147.0
43.24656000,-79.9784300,148.0
43.24658000,-79.9784700,149.0
43.24660000,-79.9785100,149.0
43.24663000,-79.9785200,150.0
43.24667000,-79.9785100,150.0
43.24670000,-79.9784900,150.0
43.24673000,-79.9784700,150.0
43.24676000,-79.9784400,150.0
43.24679000,-79.9784200,150.0
43.24682000,-79.9784100,150.0
43.24685000,-79.9784000,150.0
43.24688000,-79.9783800,150.0
43.24693000,-79.9783600,151.0
43.24696000,-79.9783400,151.0
43.24698000,-79.9783200,151.0
43.24701000,-79.9782900,151.0
43.24703000,-79.9782700,151.0
43.24706000,-79.9782600,151.0
43.24707000,-79.9783100,152.0
43.24707000,-79.9783500,152.0
43.24707000,-79.9784000,152.0
43.24705000,-79.9784400,152.0
43.24706000,-79.9784800,153.0
43.24707000,-79.9785100,153.0
43.24709000,-79.9785600,153.0
43.24710000,-79.9786100,154.0
43.24711000,-79.9786600,154.0
43.24713000,-79.9787000,154.0
43.24714000,-79.9787400,154.0
43.24715000,-79.9787800,153.0
43.24717000,-79.9788300,153.0
43.24717000,-79.9788700,153.0
43.24718000,-79.9789200,152.0
43.24719000,-79.9789600,152.0
43.24719000,-79.9790100,151.0
43.24718000,-79.9790500,150.0
43.24718000,-79.9790900,150.0
43.24716000,-79.9791300,149.0
43.24714000,-79.9791800,149.0
43.24712000,-79.9792200,148.0
43.24710000,-79.9792500,148.0
43.24709000,-79.9792900,148.0
43.24706000,-79.9793200,149.0
43.24704000,-79.9793600,149.0
43.24702000,-79.9793900,149.0
43.24699000,-79.9794300,150.0
43.24698000,-79.9794600,150.0
43.24696000,-79.9795000,150.0
43.24695000,-79.9795300,150.0
43.24693000,-79.9795700,150.0
43.24692000,-79.9796200,150.0
43.24691000,-79.9796600,150.0
43.24690000,-79.9797100,150.0
43.24689000,-79.9797500,149.0
43.24688000,-79.9798000,149.0
43.24688000,-79.9798500,148.0
43.24686000,-79.9798900,148.0
43.24685000,-79.9799300,147.0
43.24684000,-79.9799700,147.0
43.24683000,-79.9800100,147.0
43.24682000,-79.9800500,146.0
43.24680000,-79.9800800,146.0
43.24679000,-79.9801200,146.0
43.24677000,-79.9801700,146.0
43.24675000,-79.9801900,146.0
43.24672000,-79.9802000,147.0
43.24668000,-79.9802300,148.0
43.24665000,-79.9802500,148.0
43.24662000,-79.9802800,149.0
43.24661000,-79.9803200,148.0
43.24659000,-79.9803500,148.0
43.24658000,-79.9803800,148.0
43.24655000,-79.9804000,148.0
43.24653000,-79.9804300,148.0
43.24651000,-79.9804600,148.0
43.24649000,-79.9804900,148.0
43.24647000,-79.9805300,148.0
43.24644000,-79.9805700,148.0
43.24642000,-79.9806100,148.0
43.24639000,-79.9806500,148.0
43.24637000,-79.9806900,148.0
43.24636000,-79.9807300,148.0
43.24633000,-79.9807700,148.0
43.24631000,-79.9808000,148.0
43.24629000,-79.9808200,148.0
43.24627000,-79.9808500,148.0
43.24625000,-79.9808900,148.0
43.24623000,-79.9809300,149.0
43.24622000,-79.9809700,148.0
43.24621000,-79.9810200,148.0
43.24620000,-79.9810700,148.0
43.24619000,-79.9811200,148.0
43.24617000,-79.9811700,148.0
43.24616000,-79.9812100,148.0
43.24614000,-79.9812400,148.0
43.24613000,-79.9812700,148.0
43.24611000,-79.9813200,147.0
43.24610000,-79.9813600,147.0
43.24608000,-79.9814000,147.0
43.24607000,-79.9814500,147.0
43.24605000,-79.9814900,147.0
43.24604000,-79.9815300,147.0
43.24603000,-79.9815700,147.0
43.24602000,-79.9816300,146.0
43.24601000,-79.9816700,146.0
43.24604000,-79.9816600,146.0
43.24606000,-79.9816200,146.0
43.24607000,-79.9815600,146.0
43.24609000,-79.9815200,146.0
43.24611000,-79.9814900,146.0
43.24613000,-79.9814500,146.0
43.24615000,-79.9814100,145.0
43.24617000,-79.9813800,145.0
43.24619000,-79.9813500,145.0
43.24622000,-79.9813400,144.0
43.24625000,-79.9813100,144.0
43.24628000,-79.9812900,143.0
43.24630000,-79.9812600,143.0
43.24632000,-79.9812300,143.0
43.24634000,-79.9812000,142.0
43.24636000,-79.9811600,142.0
43.24638000,-79.9811400,142.0
43.24642000,-79.9811300,140.0
43.24647000,-79.9811200,139.0
43.24651000,-79.9810900,138.0
43.24655000,-79.9810800,137.0
43.24658000,-79.9810700,136.0
43.24661000,-79.9810800,135.0
43.24664000,-79.9810800,135.0
43.24667000,-79.9810900,134.0
43.24670000,-79.9811000,133.0
43.24673000,-79.9811100,133.0
43.24677000,-79.9811400,132.0
43.24681000,-79.9811600,131.0
43.24683000,-79.9811900,131.0
43.24685000,-79.9812300,131.0
43.24686000,-79.9812700,131.0
43.24684000,-79.9813200,131.0
43.24683000,-79.9813800,131.0
43.24683000,-79.9814400,131.0
43.24683000,-79.9814800,131.0
43.24682000,-79.9815200,132.0
43.24681000,-79.9815600,132.0
43.24681000,-79.9816100,132.0
43.24683000,-79.9816500,132.0
43.24686000,-79.9816400,132.0
43.24687000,-79.9816000,132.0
43.24686000,-79.9815600,131.0
43.24683000,-79.9815200,131.0
43.24686000,-79.9815000,131.0
43.24689000,-79.9815200,131.0
43.24692000,-79.9815300,131.0
43.24695000,-79.9815400,131.0
43.24697000,-79.9815900,131.0
43.24698000,-79.9816100,131.0
43.24701000,-79.9816400,132.0
43.24705000,-79.9816700,132.0
43.24707000,-79.9816900,132.0
43.24710000,-79.9817100,133.0
43.24714000,-79.9817300,133.0
43.24716000,-79.9817300,133.0
43.24720000,-79.9817300,134.0
43.24723000,-79.9817300,134.0
43.24726000,-79.9817300,134.0
43.24729000,-79.9817600,135.0
43.24731000,-79.9818000,136.0
43.24733000,-79.9818300,136.0
43.24736000,-79.9818500,137.0
43.24738000,-79.9818900,137.0
43.24740000,-79.9819100,138.0
43.24744000,-79.9819200,138.0
43.24746000,-79.9819400,139.0
43.24748000,-79.9819800,139.0
43.24749000,-79.9820200,140.0
43.24749000,-79.9820600,140.0
43.24749000,-79.9821000,140.0
43.24748000,-79.9821500,141.0
43.24746000,-79.9821800,140.0
43.24744000,-79.9822300,140.0
43.24744000,-79.9822700,140.0
43.24744000,-79.9823100,140.0
43.24745000,-79.9823600,140.0
43.24746000,-79.9823200,140.0
43.24745000,-79.9822800,140.0
43.24745000,-79.9822400,141.0
43.24745000,-79.9822000,140.0
43.24745000,-79.9821500,140.0
43.24744000,-79.9822000,140.0
43.24744000,-79.9822500,140.0
43.24744000,-79.9823000,140.0
43.24745000,-79.9823600,140.0
43.24746000,-79.9824000,140.0
43.24746000,-79.9824400,140.0
43.24747000,-79.9824900,140.0
43.24748000,-79.9825300,140.0
43.24750000,-79.9825500,140.0
43.24753000,-79.9825700,140.0
43.24755000,-79.9825900,140.0
43.24754000,-79.9825500,141.0
43.24750000,-79.9825300,140.0
43.24748000,-79.9825000,140.0
43.24746000,-79.9824600,140.0
43.24744000,-79.9824200,140.0
43.24743000,-79.9823800,140.0
43.24742000,-79.9823400,140.0
43.24741000,-79.9823000,140.0
43.24740000,-79.9822500,140.0
43.24740000,-79.9822100,140.0
43.24739000,-79.9821700,139.0
43.24739000,-79.9821300,139.0
43.24737000,-79.9820900,138.0
43.24735000,-79.9820500,138.0
43.24734000,-79.9820100,138.0
43.24731000,-79.9819700,137.0
43.24729000,-79.9819200,136.0
43.24729000,-79.9818600,136.0
43.24728000,-79.9818100,135.0
43.24726000,-79.9817700,135.0
43.24724000,-79.9817300,134.0
43.24722000,-79.9816900,134.0
43.24720000,-79.9816500,133.0
43.24720000,-79.9816100,133.0
43.24721000,-79.9815600,132.0
43.24722000,-79.9815100,132.0
43.24722000,-79.9814700,131.0
43.24722000,-79.9814200,131.0
43.24723000,-79.9813700,130.0
43.24725000,-79.9813400,131.0
43.24728000,-79.9813200,131.0
43.24730000,-79.9813000,131.0
43.24733000,-79.9812800,131.0
43.24737000,-79.9812700,132.0
43.24740000,-79.9812500,132.0
43.24743000,-79.9812300,133.0
43.24745000,-79.9812100,133.0
43.24747000,-79.9811700,133.0
43.24749000,-79.9811500,133.0
43.24751000,-79.9811000,134.0
43.24754000,-79.9810600,134.0
43.24757000,-79.9810200,134.0
43.24760000,-79.9809900,135.0
43.24762000,-79.9809600,135.0
43.24764000,-79.9809300,135.0
43.24767000,-79.9809000,136.0
43.24769000,-79.9808600,136.0
43.24772000,-79.9808200,136.0
43.24775000,-79.9807900,137.0
43.24779000,-79.9807500,137.0
43.24781000,-79.9807100,136.0
43.24784000,-79.9806900,136.0
43.24786000,-79.9806700,136.0
43.24789000,-79.9806500,136.0
43.24791000,-79.9806400,136.0
43.24795000,-79.9806300,136.0
43.24798000,-79.9806100,136.0
43.24800000,-79.9805900,136.0
43.24802000,-79.9805600,135.0
43.24804000,-79.9805200,135.0
43.24807000,-79.9804900,135.0
43.24809000,-79.9804700,134.0
43.24813000,-79.9804500,134.0
43.24815000,-79.9804300,134.0
43.24817000,-79.9804100,133.0
43.24820000,-79.9803800,133.0
43.24823000,-79.9803500,132.0
43.24826000,-79.9803200,132.0
43.24829000,-79.9803000,132.0
43.24832000,-79.9802800,132.0
43.24834000,-79.9802600,131.0
43.24836000,-79.9802400,131.0
43.24839000,-79.9802100,131.0
43.24842000,-79.9801700,130.0
43.24845000,-79.9801300,130.0
43.24846000,-79.9801000,129.0
43.24847000,-79.9800400,129.0
43.24848000,-79.9800000,128.0
43.24850000,-79.9799600,128.0
43.24852000,-79.9799100,127.0
43.24853000,-79.9798700,127.0
43.24854000,-79.9798200,126.0
43.24855000,-79.9797800,126.0
43.24855000,-79.9797400,125.0
43.24856000,-79.9797000,125.0
43.24856000,-79.9796500,125.0
43.24857000,-79.9796100,124.0
43.24858000,-79.9795700,124.0
43.24860000,-79.9795300,123.0
43.24861000,-79.9794900,123.0
43.24862000,-79.9794500,123.0
43.24863000,-79.9794000,122.0
43.24865000,-79.9793600,122.0
43.24866000,-79.9793100,122.0
43.24868000,-79.9792700,122.0
43.24869000,-79.9792400,122.0
43.24871000,-79.9792000,122.0
43.24874000,-79.9791700,122.0
43.24876000,-79.9791300,122.0
43.24878000,-79.9791000,122.0
43.24880000,-79.9790700,122.0
43.24883000,-79.9790300,122.0
43.24885000,-79.9789900,122.0
43.24887000,-79.9789500,122.0
43.24889000,-79.9789000,122.0
43.24890000,-79.9788500,122.0
43.24892000,-79.9788100,122.0
43.24893000,-79.9787700,122.0
43.24894000,-79.9787300,122.0
43.24895000,-79.9787000,123.0
43.24897000,-79.9786600,123.0
43.24899000,-79.9786300,123.0
43.24901000,-79.9785900,124.0
43.24903000,-79.9785500,124.0
43.24904000,-79.9785200,124.0
43.24907000,-79.9784800,124.0
43.24908000,-79.9784400,124.0
43.24909000,-79.9783900,124.0
43.24909000,-79.9783500,124.0
43.24911000,-79.9783100,125.0
43.24912000,-79.9782600,125.0
43.24912000,-79.9782200,125.0
43.24912000,-79.9781800,125.0
43.24911000,-79.9781200,125.0
43.24910000,-79.9780800,125.0
43.24909000,-79.9780500,125.0
43.24908000,-79.9780000,125.0
43.24908000,-79.9779600,126.0
43.24908000,-79.9779100,126.0
43.24908000,-79.9778600,126.0
43.24909000,-79.9778300,127.0
43.24910000,-79.9777800,127.0
43.24910000,-79.9777200,127.0
43.24911000,-79.9776700,128.0
43.24911000,-79.9776300,128.0
43.24911000,-79.9775800,128.0
43.24910000,-79.9775300,128.0
43.24910000,-79.9774900,128.0
43.24910000,-79.9774300,128.0
43.24910000,-79.9773900,128.0
43.24910000,-79.9773500,128.0
43.24911000,-79.9773100,128.0
43.24911000,-79.9772600,128.0
43.24912000,-79.9772100,128.0
43.24912000,-79.9771700,128.0
43.24912000,-79.9771300,128.0
43.24913000,-79.9770900,129.0
43.24914000,-79.9770500,129.0
43.24915000,-79.9770800,129.0
43.24915000,-79.9771400,129.0
43.24915000,-79.9771800,129.0
43.24915000,-79.9772300,129.0
43.24914000,-79.9772800,129.0
43.24914000,-79.9773300,129.0
43.24913000,-79.9773700,129.0
43.24912000,-79.9774200,128.0
43.24911000,-79.9774700,128.0
43.24911000,-79.9775100,128.0
43.24910000,-79.9775500,128.0
43.24910000,-79.9776000,128.0
43.24910000,-79.9776300,128.0
43.24910000,-79.9776800,128.0
43.24910000,-79.9777100,127.0
43.24910000,-79.9777500,127.0
43.24911000,-79.9777900,127.0
43.24913000,-79.9778400,127.0
43.24914000,-79.9778700,127.0
43.24915000,-79.9779100,127.0
43.24916000,-79.9779600,127.0
43.24917000,-79.9780100,127.0
43.24920000,-79.9780600,127.0
43.24920000,-79.9781100,127.0
43.24920000,-79.9781600,127.0
43.24918000,-79.9782100,126.0
43.24917000,-79.9782500,126.0
43.24917000,-79.9782800,126.0
43.24916000,-79.9783400,125.0
43.24916000,-79.9783800,126.0
43.24916000,-79.9784200,126.0
43.24919000,-79.9784000,126.0
43.24920000,-79.9783600,126.0
43.24922000,-79.9783100,126.0
43.24924000,-79.9782800,127.0
43.24927000,-79.9782600,127.0
43.24930000,-79.9782400,128.0
43.24934000,-79.9782400,128.0
43.24937000,-79.9782300,129.0
43.24940000,-79.9782100,129.0
43.24943000,-79.9781900,130.0
43.24947000,-79.9781700,130.0
43.24950000,-79.9781400,131.0
43.24952000,-79.9781200,132.0
43.24955000,-79.9780900,132.0
43.24958000,-79.9780600,133.0
43.24961000,-79.9780700,133.0
43.24965000,-79.9781000,134.0
